Average RunTime,RandomWalkLength,RandomWalkStart,Improvement
309431,38,40,best
339955,40,33,best
308086,36,39,first
338775,18,38,first
340634,38,32,first
309455,29,40,first
308370,17,35,first
322913,39,29,first
296260,39,40,best
337892,37,38,best
337352,35,39,first
337552,30,35,first
326870,24,35,first
355359,40,24,first
307214,20,32,first
324946,40,40,best
369155,30,38,first
325608,30,29,best
323467,40,39,first
323361,33,38,first
338180,33,35,first
338648,37,40,best
340531,36,35,first
339901,31,40,first
295104,33,40,first
310137,27,40,first
320545,28,29,first
325319,31,38,first
338419,37,35,first
341665,28,40,first
293936,31,35,first
292168,40,37,first
325117,32,40,first
338884,26,40,first
323287,32,38,first
338107,39,30,best
310917,32,35,first
324838,34,40,first
292868,38,35,first
369025,40,35,first
325539,36,34,first
292195,31,37,first
293830,38,38,first
312154,34,38,first
307802,23,32,first
309532,35,35,first
311622,32,28,first
321646,30,32,best
292841,29,39,first
340443,30,36,first
291845,39,35,first
308527,35,38,first
309195,33,29,first
254330,40,26,first
292323,40,38,first
262582,18,32,first
298036,14,38,first
295949,35,40,first
311597,36,40,first
309216,34,35,first
338597,38,39,best
313354,38,40,first
294961,40,28,best
328434,40,33,first
309755,36,38,first
258882,39,40,first
312301,30,40,best
297345,30,28,first
296554,39,38,first
292261,37,38,first
283232,40,40,first
279154,30,29,first
252448,37,40,first
276077,40,28,first
254131,39,30,first
277794,30,40,first
248893,30,32,first
233545,38,39,first
286225,11,11,best
325426,20,5,first
309206,34,6,best
285986,8,14,best
302680,10,14,best
381230,33,4,best
307363,30,14,first
301764,23,19,best
300972,10,28,best
306342,14,23,first
304660,39,14,best
286244,8,28,first
285997,39,22,best
341124,19,24,first
380024,3,35,first
304331,24,18,first
305060,6,32,first
303094,32,20,first
307776,12,30,first
323022,10,37,best
305890,15,27,best
306785,17,30,best
301318,9,37,best
320530,21,25,first
303858,11,27,first
284896,8,36,first
306411,28,33,best
306295,30,33,best
