Average RunTime,RandomWalkLength,RandomWalkStart,Improvement
387817,29,35,first
384263,33,27,first
385289,36,40,best
384550,27,35,first
385193,34,35,best
387619,35,40,best
371480,39,28,first
384737,38,29,first
393889,35,32,first
329717,22,35,first
369548,25,35,first
371494,39,32,first
387761,30,28,best
387877,39,38,best
367814,38,40,best
387991,40,33,best
367573,36,39,first
387755,18,38,first
373628,38,32,first
367530,29,40,first
367755,17,35,first
384582,39,29,first
321282,39,40,best
387578,37,38,best
387470,35,39,first
387510,30,35,first
371156,24,35,first
391072,40,24,first
366406,20,32,first
384989,40,40,best
393831,30,38,first
370890,30,29,best
384694,40,39,first
370490,33,38,first
387636,33,35,first
387730,37,40,best
373721,36,35,first
387980,31,40,first
348982,33,40,first
352184,27,40,first
384109,28,29,first
385064,31,38,first
373426,37,35,first
388333,28,40,first
349827,31,35,first
348031,40,37,first
355762,32,40,first
387777,26,40,first
384658,32,38,first
387622,39,30,best
368178,32,35,first
354437,34,40,first
332553,38,35,first
393805,40,35,first
370049,36,34,first
348871,31,37,first
349981,38,38,first
339678,34,38,first
367530,23,32,first
367527,35,35,first
368702,32,28,first
384330,30,32,best
350322,29,39,first
373902,30,36,first
349017,39,35,first
366517,35,38,first
367651,33,29,first
300398,40,26,first
348677,40,38,first
314630,18,32,first
337846,14,38,first
320524,35,40,first
354596,36,40,first
367441,34,35,first
387719,38,39,best
340389,38,40,first
349590,40,28,best
358196,40,33,first
367564,36,38,first
292652,39,40,first
354848,30,40,best
336575,30,28,first
335544,39,38,first
348922,37,38,first
320549,40,40,first
331927,30,29,first
299121,37,40,first
296582,40,28,first
287726,39,30,first
298337,30,40,first
294333,30,32,first
275532,38,39,first
354266,11,11,best
381356,20,5,first
377301,34,6,best
354302,8,14,best
375670,10,14,best
395307,33,4,best
376841,30,14,first
375441,23,19,best
375243,10,28,best
376586,14,23,first
376165,39,14,best
353662,8,28,first
352692,39,22,best
385281,19,24,first
395006,3,35,first
376083,24,18,first
376265,6,32,first
375774,32,20,first
376944,12,30,first
380756,10,37,best
376472,15,27,best
376696,17,30,best
375330,9,37,best
380132,21,25,first
375965,11,27,first
353811,8,36,first
358812,28,33,best
357706,30,33,best
